Perturbation Scale,Perturbed,R^2,R^2_std,d^2,d^2_std,Intercept,Intercept_std,d^4 * cos(4theta),d^4 * cos(4theta)_std,Log(d),Log(d)_std,Mean Degree,Mean Degree_std,InvDegSum,InvDegSum_std
0.0,False,0.9997704826699954,3.6744378088163245e-06,-0.028228295184788074,2.547722905007322e-05,0.1532081366472206,1.0175739338283023e-05,-0.012265053158877997,1.9774939240291788e-05,0.01846544930326342,6.096453917974033e-06,20.0,0.0,,
0.0001,True,0.9997688886569053,3.747955293723896e-06,-0.028227543573456502,2.5892286589541366e-05,0.1532079322055481,1.0405538644603257e-05,-0.012265029240202834,1.9693819664088714e-05,0.01846543286881367,6.228443399669479e-06,20.0,0.0,0.0,0.0
0.001,True,0.9996113710593955,4.384476457566542e-06,-0.028127820418821115,2.2677421917269476e-05,0.1531676379622761,8.598661946420134e-06,-0.01220558277308268,2.0309669474232797e-05,0.018442152068537616,5.084643052118028e-06,20.0,0.0,0.0,0.0
0.01,True,0.989907831320274,0.00020716371967250573,-0.02905910937348929,0.00014331239237007275,0.047070289438105005,0.00011510018954469867,-0.012484546826057943,0.00014586613379994,0.01945553130545772,3.018234801480833e-05,19.4185984375,0.007707123866967555,1.095273231440668,0.0008796098953783631
0.1,True,0.9630219753844638,0.0008293133229122487,-0.03742558699225779,0.0006495165892370828,0.055174584469798386,0.0005538686012989852,-0.016484700132130905,0.0006604910213159073,0.023790322982913108,0.00013716432835546253,20.294798437500003,0.02636589969077299,1.1346002804171538,0.004316673829937543
1.0,True,0.9626573002061903,0.000973914764164482,-0.03630694947282704,0.0007850390997096215,0.051141763082817544,0.0005208340986213787,-0.015381616093598666,0.000820567018772324,0.023644546624847714,0.00014540099298964752,20.374764062500002,0.02413536800567885,1.1687195637534078,0.004215147822658074
10.0,True,0.9622344940787757,0.0013752078486642184,-0.03818539051221391,0.00065838914335982,0.05197540110773538,0.0005466952450523569,-0.017328695287046295,0.0007613082226960224,0.02392498502489239,0.00014586275104228974,20.395828125,0.031343644846533666,1.1667905817103124,0.004890508135840967
100.0,True,0.9584945338416262,0.001150112562730402,-0.03883451594755742,0.0005569887217196666,0.053356908643246284,0.0006269829056689364,-0.017346854994085673,0.0006555068377096033,0.024830389595297975,0.00012281070020004164,20.0014796875,0.02548485595997704,1.1783914279187804,0.005228006727364761
