n,k,ln(n),shuffle,r2,above_threshold,coef_dist^2,coef_log(dist),coef_4cos(4theta),coef_invdeg,intercept
512,5,6.238324625039508,0,0.1920926163164987,False,-2.493363215842407,2.0316056024642544,-0.5314789712628892,3.211683559784229,5.0522209970299325
512,5,6.238324625039508,1,0.2093598375846571,False,-2.996650090906667,2.260169761614861,-1.647738649400587,3.205637872583638,5.634166255276274
512,5,6.238324625039508,2,0.2365667096564915,False,-2.893798586357674,2.221024024515854,-0.9887917243862474,3.0688134708900723,5.582277077861923
512,5,6.238324625039508,3,0.1895554518776585,False,-2.591224201776306,2.0392538871618635,-0.5279323042780742,3.1245924806922374,5.114271875427899
512,5,6.238324625039508,4,0.2187759254577833,False,-3.04521419426154,2.2057065933981903,-0.8474845376937852,3.1377000647793323,5.547662422937905
512,5,6.238324625039508,5,0.2340096174542982,False,-3.015923169920026,2.174311685548875,-1.1653995837788502,3.033930096153503,5.513114876920014
512,5,6.238324625039508,6,0.1893958105497374,False,-2.731946302810679,2.0790583365742683,-0.7890344516536187,3.2668038199331946,5.097296869214988
512,5,6.238324625039508,7,0.1855988941667535,False,-2.701338514830125,2.101795909420601,-0.7464220691958587,3.3570423363004727,5.125896301518949
512,5,6.238324625039508,8,0.1824434589427769,False,-2.6447113265301,2.179374061866361,-0.7336592178950632,3.249444369376372,5.364814794619475
512,5,6.238324625039508,9,0.2005369114702511,False,-3.027451605736159,2.344447785589905,-1.2078408525286075,3.141314859169308,5.872942240455892
512,5,6.238324625039508,10,0.2196170866435283,False,-2.867342410755425,2.2361903814382957,-1.4293391302623666,3.0490054987097803,5.635181859907625
512,5,6.238324625039508,11,0.2041827518001885,False,-2.887244761312451,2.29336133107838,-0.9928855955021916,2.9240831334904898,5.886239118712448
512,5,6.238324625039508,12,0.2196118059406999,False,-2.5079502943778405,2.116921159146142,-0.4291288275801735,3.107345867170043,5.280960688441597
512,5,6.238324625039508,13,0.204310883838072,False,-2.7760066588923085,2.093092592908767,-1.2880810530285256,3.318750582923915,5.195012339928329
512,5,6.238324625039508,14,0.1994085908137928,False,-2.5290762871136336,2.110872987611201,-1.0171114528068372,3.0644062123003564,5.273015851241641
512,5,6.238324625039508,15,0.2222902505787808,False,-3.356303483193875,2.326370146453225,-1.30395050264934,3.2713029223060923,5.735723765869505
512,5,6.238324625039508,16,0.210789024700079,False,-3.300985554285369,2.353981561597986,-1.2426318603559814,3.368799655298326,5.769720531828168
512,5,6.238324625039508,17,0.2228085073015551,False,-3.043531305729031,2.236894731382438,-1.3533728041114463,3.10788698067476,5.634624173548783
512,5,6.238324625039508,18,0.2292834826018203,False,-2.9925677759265628,2.216010559020794,-0.9981735251494892,3.105465812335155,5.576120872432034
512,5,6.238324625039508,19,0.2220965447837352,False,-2.9572728156165096,2.242674315802255,-1.0575636071981065,2.8917281141049997,5.771189420770246
512,5,6.238324625039508,20,0.2003289899264124,False,-2.183288691528215,2.142765421856981,0.1924669950914945,3.276338851306548,5.275811100879138
512,5,6.238324625039508,21,0.2069798602848833,False,-2.6563456681219355,2.179478490440531,-1.1735760195136271,2.952817027439452,5.549959812963844
512,5,6.238324625039508,22,0.1669670199274981,False,-2.4979823956817557,1.945481321134329,-1.0130938819936366,3.2620521569451952,4.787982843269832
512,5,6.238324625039508,23,0.2142131481645217,False,-2.8227316245891103,2.17405047261195,-1.3476982514150495,2.9099336438471397,5.538883205394273
512,5,6.238324625039508,24,0.1719277925042387,False,-1.9871260440287808,1.9707112990509348,-0.3610241271046945,2.988610682771764,4.966026369313743
512,5,6.238324625039508,25,0.2017805267281091,False,-3.1949360028689213,2.25296479096544,-1.3266520455127722,3.311719091738589,5.557541550666786
512,5,6.238324625039508,26,0.1834420901382206,False,-2.9378425415374694,2.311343177976262,-1.3475309540576663,3.0567729073038943,5.857264150813728
512,5,6.238324625039508,27,0.1531352601295572,False,-2.699198625882288,2.4010553506612333,-0.4475265674603416,3.041038356747167,6.0490866920764805
512,5,6.238324625039508,28,0.170282715719875,False,-2.407312162579786,1.9908832375782337,-0.7418088251733275,3.356137938991013,4.8694897172827325
512,5,6.238324625039508,29,0.2107312997900271,False,-3.0754707877893224,2.272709325840686,-1.2642708771505804,2.9588167925778373,5.760488809994125
512,5,6.238324625039508,30,0.2338535526817898,False,-3.189612587471005,2.168305134349401,-1.5221677086796437,3.125481255931879,5.4031954959837165
512,5,6.238324625039508,31,0.2071916467342077,False,-2.428604711092356,2.185546224842177,-0.9348375131833828,3.1697977825743147,5.487382029159507
512,5,6.238324625039508,32,0.213618685354604,False,-2.791425789383207,2.225637710909996,-0.8109027129685773,3.040928288872264,5.642762295607705
